967,185,25,0,177,0,0,23,0
1213,245,33,0,236,0,0,31,0
854094,147230,2110,0,147221,0,0,2105,0
876631,150726,2163,0,150717,0,0,2159,0
891230,152324,2179,0,152315,0,0,2174,0
913767,155820,2229,0,155811,0,0,2225,0
928366,157418,2238,0,157409,0,0,2233,0
950903,160914,2289,0,160905,0,0,2284,0
965502,162512,2296,0,162503,0,0,2291,0
988039,166008,2342,0,165999,0,0,2337,0
1002638,167606,2349,0,167597,0,0,2344,0
1025175,171102,2390,0,171093,0,0,2385,0
1039774,172700,2396,0,172691,0,0,2391,0
1062311,176196,2439,0,176187,0,0,2435,0
1076910,177794,2446,0,177785,0,0,2441,0
1099447,181290,2491,0,181281,0,0,2486,0
1114046,182888,2497,0,182879,0,0,2492,0
1136583,186384,2539,0,186375,0,0,2535,0
1151182,187982,2546,0,187973,0,0,2541,0
1173719,191478,2586,0,191469,0,0,2582,0
1188318,193076,2593,0,193067,0,0,2588,0
1210855,196572,2633,0,196563,0,0,2629,0
1225454,198170,2640,0,198161,0,0,2635,0
1247991,201666,2681,0,201657,0,0,2677,0
1262590,203264,2688,0,203255,0,0,2684,0
1285127,206760,2735,0,206751,0,0,2730,0
1299726,208358,2741,0,208349,0,0,2736,0
1322263,211854,2781,0,211845,0,0,2776,0
1336862,213452,2787,0,213443,0,0,2782,0
1359399,216948,2830,0,216939,0,0,2826,0
1373998,218546,2837,0,218537,0,0,2832,0
1396535,222042,2883,0,222033,0,0,2879,0
1411134,223640,2890,0,223631,0,0,2885,0
1433671,227136,2934,0,227127,0,0,2929,0
1448270,228734,2940,0,228725,0,0,2935,0
1470807,232230,2981,0,232221,0,0,2976,0
1485406,233828,2987,0,233819,0,0,2982,0
1507943,237324,3029,0,237315,0,0,3025,0
1522542,238922,3036,0,238913,0,0,3031,0
1545079,242418,3077,0,242409,0,0,3073,0
1559678,244016,3084,0,244007,0,0,3079,0
1582215,247512,3128,0,247503,0,0,3123,0
1596814,249110,3134,0,249101,0,0,3129,0
1619351,252606,3177,0,252597,0,0,3172,0
1633950,254204,3183,0,254195,0,0,3178,0
1656487,257700,3225,0,257691,0,0,3220,0
1671086,259298,3231,0,259289,0,0,3226,0
1693623,262794,3274,0,262785,0,0,3269,0
1708222,264392,3280,0,264383,0,0,3275,0
1730759,267888,3320,0,267879,0,0,3315,0
1745358,269486,3326,0,269477,0,0,3321,0
1767895,272982,3367,0,272973,0,0,3362,0
1782494,274580,3373,0,274571,0,0,3368,0
1805031,278076,3415,0,278067,0,0,3410,0
1819630,279674,3421,0,279665,0,0,3416,0
1842167,283170,3463,0,283161,0,0,3458,0
1856766,284768,3469,0,284759,0,0,3464,0
1879303,288264,3510,0,288255,0,0,3505,0
1895126,290035,3525,0,290026,0,0,3520,0
1917663,293531,3571,0,293522,0,0,3566,0
1938999,296397,3679,0,296388,0,0,3674,0
1961536,299893,3723,0,299884,0,0,3718,0
1977219,301644,3737,0,301635,0,0,3732,0
1999756,305140,3780,0,305131,0,0,3775,0
2020252,307875,3829,0,307866,0,0,3825,0
2042789,311371,3876,0,311362,0,0,3872,0
2058493,313125,3889,0,313116,0,0,3885,0
2081030,316621,3931,0,316612,0,0,3926,0
2101547,319359,3954,0,319350,0,0,3950,0
2124084,322855,3995,0,322846,0,0,3991,0
2140271,324678,4008,0,324669,0,0,4004,0
2162808,328174,4051,0,328165,0,0,4046,0
2183808,330981,4068,0,330972,0,0,4064,0
2206345,334477,4111,0,334468,0,0,4107,0
2222217,336255,4122,0,336246,0,0,4118,0
2244754,339751,4165,0,339742,0,0,4160,0
2265439,342513,4180,0,342504,0,0,4175,0
2287976,346009,4221,0,346000,0,0,4216,0
2303708,347767,4233,0,347758,0,0,4228,0
2326245,351263,4276,0,351254,0,0,4271,0
2346790,354005,4288,0,353996,0,0,4283,0
2369327,357501,4329,0,357492,0,0,4324,0
2385017,359253,4338,0,359244,0,0,4333,0
2407554,362749,4379,0,362740,0,0,4374,0
2428057,365485,4390,0,365476,0,0,4385,0
2450594,368981,4431,0,368972,0,0,4426,0
2466270,370731,4443,0,370722,0,0,4438,0
2488807,374227,4484,0,374218,0,0,4479,0
2509296,376961,4498,0,376952,0,0,4493,0
2531833,380457,4542,0,380448,0,0,4537,0
2547551,382213,4551,0,382204,0,0,4546,0
2570088,385709,4595,0,385700,0,0,4590,0
2590620,388450,4610,0,388441,0,0,4605,0
2613157,391946,4656,0,391937,0,0,4651,0
2629344,393769,4665,0,393760,0,0,4660,0
2651881,397265,4706,0,397256,0,0,4701,0
2672881,400072,4720,0,400063,0,0,4715,0
2695419,403569,4761,0,403560,0,0,4756,0
2711221,405337,4771,0,405328,0,0,4766,0
2733758,408833,4815,0,408824,0,0,4810,0
2754373,411585,4828,0,411576,0,0,4823,0
2776910,415081,4868,0,415072,0,0,4863,0
2792544,416825,4878,0,416816,0,0,4873,0
2815081,420321,4918,0,420312,0,0,4913,0
2835528,423049,4930,0,423040,0,0,4925,0
2858065,426545,4970,0,426536,0,0,4965,0
2873678,428286,4979,0,428277,0,0,4974,0
2896215,431782,5019,0,431773,0,0,5014,0
2916641,434507,5030,0,434498,0,0,5026,0
2939178,438003,5072,0,437994,0,0,5068,0
2954889,439758,5084,0,439749,0,0,5079,0
2977426,443254,5125,0,443245,0,0,5120,0
2997950,445993,5138,0,445984,0,0,5133,0
3020487,449489,5178,0,449480,0,0,5173,0
3036093,451229,5189,0,451220,0,0,5184,0
3058630,454725,5233,0,454716,0,0,5228,0
3079049,457449,5244,0,457440,0,0,5239,0
3101586,460945,5286,0,460936,0,0,5281,0
3117773,462768,5297,0,462759,0,0,5292,0
3140310,466264,5337,0,466255,0,0,5332,0
3161310,469071,5348,0,469062,0,0,5344,0
3183847,472567,5388,0,472558,0,0,5383,0
3199579,474325,5399,0,474316,0,0,5394,0
3222116,477821,5441,0,477812,0,0,5436,0
3242661,480563,5451,0,480554,0,0,5446,0
3265198,484059,5491,0,484050,0,0,5486,0
3280811,485800,5500,0,485791,0,0,5495,0
3303348,489296,5543,0,489287,0,0,5538,0
3323774,492021,5553,0,492013,0,0,5548,0
3346312,495518,5593,0,495509,0,0,5588,0
3362016,497272,5605,0,497263,0,0,5600,0
3384553,500768,5648,0,500759,0,0,5643,0
3405070,503506,5659,0,503497,0,0,5654,0
3427607,507002,5699,0,506993,0,0,5694,0
3443794,508825,5709,0,508816,0,0,5704,0
3466331,512321,5750,0,512312,0,0,5745,0
3487331,515128,5761,0,515119,0,0,5756,0
3509868,518624,5800,0,518615,0,0,5795,0
3525698,520396,5811,0,520387,0,0,5806,0
3548235,523892,5851,0,523883,0,0,5846,0
3568878,526648,5863,0,526639,0,0,5858,0
3591415,530144,5901,0,530135,0,0,5896,0
3607035,531886,5911,0,531877,0,0,5906,0
3629572,535382,5951,0,535373,0,0,5946,0
3650005,538108,5963,0,538099,0,0,5958,0
3672542,541604,6004,0,541595,0,0,5999,0
3688134,543342,6017,0,543333,0,0,6012,0
3710671,546838,6063,0,546829,0,0,6058,0
3731076,549560,6075,0,549551,0,0,6070,0
3753613,553056,6114,0,553047,0,0,6109,0
3769317,554810,6126,0,554801,0,0,6121,0
3791854,558306,6167,0,558297,0,0,6162,0
3812371,561044,6180,0,561035,0,0,6175,0
3834908,564540,6220,0,564531,0,0,6215,0
3850640,566298,6229,0,566289,0,0,6224,0
3873177,569794,6269,0,569785,0,0,6264,0
3893722,572536,6280,0,572527,0,0,6275,0
3916259,576032,6319,0,576023,0,0,6314,0
3931907,577778,6329,0,577769,0,0,6324,0
3954444,581274,6371,0,581265,0,0,6366,0
3974905,584004,6380,0,583995,0,0,6375,0
3997442,587500,6420,0,587491,0,0,6415,0
4013118,589250,6431,0,589241,0,0,6426,0
4035655,592746,6470,0,592737,0,0,6465,0
4056144,595480,6483,0,595471,0,0,6478,0
4078681,598976,6522,0,598967,0,0,6517,0
4094287,600716,6531,0,600707,0,0,6526,0
4116824,604212,6571,0,604203,0,0,6566,0
4137243,606936,6581,0,606927,0,0,6577,0
4159780,610432,6621,0,610423,0,0,6616,0
4175463,612183,6630,0,612174,0,0,6625,0
4198000,615679,6670,0,615670,0,0,6665,0
4218496,618414,6680,0,618405,0,0,6675,0
4241033,621910,6725,0,621901,0,0,6720,0
4257220,623733,6734,0,623724,0,0,6729,0
4279757,627229,6776,0,627220,0,0,6771,0
4300757,630036,6787,0,630027,0,0,6782,0
4323294,633532,6831,0,633523,0,0,6826,0
4339152,635308,6842,0,635299,0,0,6837,0
4361689,638804,6884,0,638795,0,0,6879,0
4382350,641563,6895,0,641554,0,0,6890,0
4404887,645059,6936,0,645050,0,0,6931,0
4420493,646799,6946,0,646790,0,0,6941,0
4443030,650295,6986,0,650286,0,0,6981,0
4463449,653019,6996,0,653010,0,0,6991,0
4485986,656515,7035,0,656506,0,0,7030,0
4501592,658255,7045,0,658246,0,0,7040,0
4524129,661751,7086,0,661742,0,0,7081,0
4544548,664475,7096,0,664466,0,0,7091,0
4567085,667971,7136,0,667962,0,0,7131,0
4582761,669721,7146,0,669712,0,0,7141,0
4605298,673217,7187,0,673208,0,0,7182,0
4625787,675951,7198,0,675942,0,0,7193,0
4648324,679447,7239,0,679438,0,0,7234,0
4664021,681200,7250,0,681191,0,0,7245,0
4686558,684696,7292,0,684687,0,0,7287,0
4707068,687433,7307,0,687424,0,0,7302,0
4729605,690929,7349,0,690920,0,0,7344,0
4745218,692670,7360,0,692661,0,0,7355,0
4767755,696166,7400,0,696157,0,0,7395,0
4788181,698891,7410,0,698882,0,0,7405,0
4810718,702387,7454,0,702378,0,0,7449,0
4826450,704145,7465,0,704136,0,0,7460,0
4848987,707641,7507,0,707632,0,0,7502,0
4869532,710383,7517,0,710374,0,0,7512,0
4892069,713879,7560,0,713870,0,0,7555,0
4907759,715631,7570,0,715622,0,0,7565,0
4930296,719127,7609,0,719118,0,0,7604,0
4950799,721863,7619,0,721854,0,0,7614,0
4973336,725359,7659,0,725350,0,0,7654,0
4989040,727113,7670,0,727104,0,0,7665,0
5011577,730609,7710,0,730600,0,0,7705,0
5032094,733347,7722,0,733338,0,0,7717,0
5054631,736843,7764,0,736834,0,0,7759,0
5070720,738652,7774,0,738643,0,0,7769,0
5093257,742148,7815,0,742139,0,0,7810,0
